UniProt_ID	KEGG_Pathways	EC_Number	BRENDA_EC	Recommended_Name	Organism	KEGG_ID
10662|Myoviridae	-	-	-	-	4QBA3@10239|Viruses,4QZMG@35237|dsDNA viruses  no RNA stage,4QPTS@28883|Caudovirales,4QKCV@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QE8Y@10239|Viruses,4QW3S@35237|dsDNA viruses  no RNA stage,4QPGZ@28883|Caudovirales,4QISX@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QHG7@10239|Viruses,4R0G1@35237|dsDNA viruses  no RNA stage,4QRS2@28883|Caudovirales,4QJX5@10662|Myoviridae	-
10699|Siphoviridae	-	-	-	S	4QB0C@10239|Viruses,4QW7S@35237|dsDNA viruses  no RNA stage,4QPK3@28883|Caudovirales,4QKQC@10699|Siphoviridae	-
10662|Myoviridae	-	-	-	-	4QC3M@10239|Viruses,4QVUB@35237|dsDNA viruses  no RNA stage,4QRZ1@28883|Caudovirales,4QJZ3@10662|Myoviridae	-
2|Bacteria	-	-	-	S	2ETGX@1|root,33M0T@2|Bacteria	-
10662|Myoviridae	-	GO:0005575,GO:0032991	GO:0005575,GO:0032991	S	4QCR5@10239|Viruses,4QVN3@35237|dsDNA viruses  no RNA stage,4QQEX@28883|Caudovirales,4QIQH@10662|Myoviridae	-
10662|Myoviridae	-	GO:0005575,GO:0032991	GO:0005575,GO:0032991	S	4QDCP@10239|Viruses,4QVJZ@35237|dsDNA viruses  no RNA stage,4QRD1@28883|Caudovirales,4QICM@10662|Myoviridae	-
28211|Alphaproteobacteria	-	-	-	L	COG2963@1|root,COG2963@2|Bacteria,1RHKX@1224|Proteobacteria,2U9TV@28211|Alphaproteobacteria,2XNK3@285107|Thioclava	-
28211|Alphaproteobacteria	-	-	-	L	COG2801@1|root,COG2963@1|root,COG2801@2|Bacteria,COG2963@2|Bacteria,1PBHA@1224|Proteobacteria,2TRQF@28211|Alphaproteobacteria,2XKI8@285107|Thioclava	-
29547|Epsilonproteobacteria	-	-	-	C	COG0356@1|root,COG0356@2|Bacteria,1MV87@1224|Proteobacteria,42NR9@68525|delta/epsilon subdivisions,2YN03@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	4.3.1.19	-	-	E	COG1171@1|root,COG1171@2|Bacteria,1MVWJ@1224|Proteobacteria,42MKY@68525|delta/epsilon subdivisions,2YMUR@29547|Epsilonproteobacteria	4.3.1.19
29547|Epsilonproteobacteria	2.1.1.228	-	-	J	COG0336@1|root,COG0336@2|Bacteria,1MUN1@1224|Proteobacteria,42P8R@68525|delta/epsilon subdivisions,2YM7K@29547|Epsilonproteobacteria	2.1.1.228
10662|Myoviridae	-	-	-	-	4QF7B@10239|Viruses,4QZTX@35237|dsDNA viruses  no RNA stage,4QR9I@28883|Caudovirales,4QKFS@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QAKM@10239|Viruses,4QUU7@35237|dsDNA viruses  no RNA stage,4QPEF@28883|Caudovirales,4QI32@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QE4B@10239|Viruses,4R067@35237|dsDNA viruses  no RNA stage,4QT6K@28883|Caudovirales,4QITB@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QBYC@10239|Viruses,4R0KA@35237|dsDNA viruses  no RNA stage,4QSRI@28883|Caudovirales,4QJGA@10662|Myoviridae	-
10662|Myoviridae	-	GO:0005575,GO:0019012,GO:0019028,GO:0044423	GO:0005575,GO:0019012,GO:0019028,GO:0044423	S	4QAJ5@10239|Viruses,4QUS9@35237|dsDNA viruses  no RNA stage,4QPY5@28883|Caudovirales,4QHUT@10662|Myoviridae	-
10239|Viruses	-	-	-	-	4QFEB@10239|Viruses	-
1236|Gammaproteobacteria	2.4.2.12	-	-	H	COG1488@1|root,COG1488@2|Bacteria,1MWA2@1224|Proteobacteria,1RPPA@1236|Gammaproteobacteria,2Q4KW@267888|Pseudoalteromonadaceae	2.4.2.12
206350|Nitrosomonadales	1.17.4.1	-	-	F	COG0209@1|root,COG0209@2|Bacteria,1MUJ8@1224|Proteobacteria,2VJIV@28216|Betaproteobacteria,2KMJ7@206350|Nitrosomonadales	1.17.4.1
2759|Eukaryota	-	-	-	S	2CRJK@1|root,2R89C@2759|Eukaryota	-
10744|Podoviridae	-	-	-	S	4QAM2@10239|Viruses,4QV3W@35237|dsDNA viruses  no RNA stage,4QQ4M@28883|Caudovirales,4QNXC@10744|Podoviridae	-
976|Bacteroidetes	1.17.4.1	-	-	F	COG0208@1|root,COG0208@2|Bacteria,4NG18@976|Bacteroidetes,1HXA5@117743|Flavobacteriia,2NSCG@237|Flavobacterium	1.17.4.1
976|Bacteroidetes	-	-	-	S	2985A@1|root,2ZVB7@2|Bacteria,4NNTB@976|Bacteroidetes,1I0QR@117743|Flavobacteriia,2PBR8@246874|Cryomorphaceae	-
10239|Viruses	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	L	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	-
10662|Myoviridae	-	-	-	-	4QJ8A@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QF7B@10239|Viruses,4QZTX@35237|dsDNA viruses  no RNA stage,4QR9I@28883|Caudovirales,4QKFS@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QAT2@10239|Viruses,4QWUS@35237|dsDNA viruses  no RNA stage,4QR8C@28883|Caudovirales,4QI9R@10662|Myoviridae	-
28221|Deltaproteobacteria	-	-	-	L	COG1203@1|root,COG1203@2|Bacteria,1MVZF@1224|Proteobacteria,42QE9@68525|delta/epsilon subdivisions,2WTXX@28221|Deltaproteobacteria,2M8KW@213115|Desulfovibrionales	-
1236|Gammaproteobacteria	-	-	-	L	COG1518@1|root,COG1518@2|Bacteria,1MUXH@1224|Proteobacteria,1RP48@1236|Gammaproteobacteria,3NKQR@468|Moraxellaceae	-
10662|Myoviridae	-	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009987,GO:0016032,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019058,GO:0019079,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0039686,GO:0039693,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0046483,GO:0051704,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009987,GO:0016032,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019058,GO:0019079,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0039686,GO:0039693,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0046483,GO:0051704,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	S	4QB40@10239|Viruses,4QV3M@35237|dsDNA viruses  no RNA stage,4QPWY@28883|Caudovirales,4QHVQ@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QCH6@10239|Viruses,4QW59@35237|dsDNA viruses  no RNA stage,4QQV3@28883|Caudovirales,4QI7I@10662|Myoviridae	-
1117|Cyanobacteria	-	-	-	-	2D6H4@1|root,336JE@2|Bacteria,1GA3G@1117|Cyanobacteria,1HHNA@1150|Oscillatoriales	-
1117|Cyanobacteria	-	-	-	L	COG3385@1|root,COG3385@2|Bacteria,1G4GS@1117|Cyanobacteria	-
10662|Myoviridae	-	-	-	S	4QAWG@10239|Viruses,4QV6X@35237|dsDNA viruses  no RNA stage,4QPII@28883|Caudovirales,4QI76@10662|Myoviridae	-
10239|Viruses	-	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0044237,GO:0047846	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0044237,GO:0047846	S	4QF38@10239|Viruses,4QUXM@35237|dsDNA viruses  no RNA stage	-
10662|Myoviridae	-	GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0009405,GO:0009987,GO:0016043,GO:0016787,GO:0016798,GO:0019012,GO:0022607,GO:0033922,GO:0042802,GO:0043933,GO:0044085,GO:0044403,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0051259,GO:0051260,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0061783,GO:0065003,GO:0070206,GO:0070207,GO:0071840,GO:0085027,GO:0098015,GO:0098025	GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0009405,GO:0009987,GO:0016043,GO:0016787,GO:0016798,GO:0019012,GO:0022607,GO:0033922,GO:0042802,GO:0043933,GO:0044085,GO:0044403,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0051259,GO:0051260,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0061783,GO:0065003,GO:0070206,GO:0070207,GO:0071840,GO:0085027,GO:0098015,GO:0098025	S	4QCR0@10239|Viruses,4QVAV@35237|dsDNA viruses  no RNA stage,4QPFK@28883|Caudovirales,4QI4N@10662|Myoviridae	-
10662|Myoviridae	-	GO:0005575,GO:0019012,GO:0044423,GO:0098015,GO:0098025	GO:0005575,GO:0019012,GO:0044423,GO:0098015,GO:0098025	S	4QB1K@10239|Viruses,4QUUK@35237|dsDNA viruses  no RNA stage,4QPBK@28883|Caudovirales,4QI9B@10662|Myoviridae	-
10662|Myoviridae	-	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019069,GO:0019072,GO:0019075,GO:0022607,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044085,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0046797,GO:0051704,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019069,GO:0019072,GO:0019075,GO:0022607,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044085,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0046797,GO:0051704,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949	S	4QHDM@10239|Viruses,4QYV6@35237|dsDNA viruses  no RNA stage,4QRD0@28883|Caudovirales,4QI2W@10662|Myoviridae	-
10699|Siphoviridae	-	-	-	-	4QC8H@10239|Viruses,4QWMM@35237|dsDNA viruses  no RNA stage,4QPBV@28883|Caudovirales,4QN79@10699|Siphoviridae	-
10662|Myoviridae	-	-	-	-	4QE9P@10239|Viruses,4QY4N@35237|dsDNA viruses  no RNA stage,4QRGJ@28883|Caudovirales,4QISK@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QEUG@10239|Viruses,4QZ7P@35237|dsDNA viruses  no RNA stage,4QSWB@28883|Caudovirales,4QJR3@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QPXH@28883|Caudovirales,4QI47@10662|Myoviridae	-
186801|Clostridia	1.1.98.6	-	-	F	COG1328@1|root,COG1372@1|root,COG1328@2|Bacteria,COG1372@2|Bacteria,1TR9K@1239|Firmicutes,247WF@186801|Clostridia,260Y8@186807|Peptococcaceae	1.1.98.6
10662|Myoviridae	-	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019069,GO:0019072,GO:0019075,GO:0022607,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044085,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0046797,GO:0051704,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019069,GO:0019072,GO:0019075,GO:0022607,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044085,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0046797,GO:0051704,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949	S	4QHDM@10239|Viruses,4QYV6@35237|dsDNA viruses  no RNA stage,4QRD0@28883|Caudovirales,4QI2W@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QDYQ@10239|Viruses,4QVVQ@35237|dsDNA viruses  no RNA stage,4QPVQ@28883|Caudovirales,4QK1M@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QEE7@10239|Viruses,4QV59@35237|dsDNA viruses  no RNA stage,4QPT7@28883|Caudovirales,4QI2X@10662|Myoviridae	-
976|Bacteroidetes	-	-	-	M	COG3409@1|root,COG3409@2|Bacteria,4NNAD@976|Bacteroidetes,1IA52@117743|Flavobacteriia	-
976|Bacteroidetes	-	-	-	H	COG0270@1|root,COG0270@2|Bacteria,4P3IR@976|Bacteroidetes,2FN10@200643|Bacteroidia	-
10744|Podoviridae	-	-	-	S	4QAIJ@10239|Viruses,4QVZ9@35237|dsDNA viruses  no RNA stage,4QPXI@28883|Caudovirales,4QNHT@10744|Podoviridae	-
2|Bacteria	-	-	-	S	COG1783@1|root,COG1783@2|Bacteria	-
10662|Myoviridae	-	-	-	-	4QBG4@10239|Viruses,4QUZA@35237|dsDNA viruses  no RNA stage,4QRSK@28883|Caudovirales,4QJW4@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QBB8@10239|Viruses,4R0DX@35237|dsDNA viruses  no RNA stage,4QQZ7@28883|Caudovirales,4QKKE@10662|Myoviridae	-
10662|Myoviridae	-	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019069,GO:0019072,GO:0019075,GO:0022607,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044085,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0046797,GO:0051704,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019069,GO:0019072,GO:0019075,GO:0022607,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044085,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0046797,GO:0051704,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949	S	4QHDM@10239|Viruses,4QYV6@35237|dsDNA viruses  no RNA stage,4QRD0@28883|Caudovirales,4QI2W@10662|Myoviridae	-
10662|Myoviridae	-	GO:0005575,GO:0019012	GO:0005575,GO:0019012	S	4QASK@10239|Viruses,4QVVS@35237|dsDNA viruses  no RNA stage,4QQFF@28883|Caudovirales,4QIHH@10662|Myoviridae	-
10662|Myoviridae	-	GO:0005575,GO:0019012	GO:0005575,GO:0019012	S	4QDJF@10239|Viruses,4QVQ0@35237|dsDNA viruses  no RNA stage,4QR89@28883|Caudovirales,4QICF@10662|Myoviridae	-
10699|Siphoviridae	-	-	-	-	4QFI3@10239|Viruses,4QZBZ@35237|dsDNA viruses  no RNA stage,4QUAE@28883|Caudovirales,4QN5M@10699|Siphoviridae	-
1236|Gammaproteobacteria	-	-	-	-	2CJKM@1|root,314EI@2|Bacteria,1N8C9@1224|Proteobacteria,1SGI2@1236|Gammaproteobacteria	-
29547|Epsilonproteobacteria	4.1.1.3	-	-	C	COG1883@1|root,COG1883@2|Bacteria,1MV0G@1224|Proteobacteria,42MH1@68525|delta/epsilon subdivisions,2YNK3@29547|Epsilonproteobacteria	4.1.1.3
10662|Myoviridae	-	-	-	-	4QD5F@10239|Viruses,4QXP5@35237|dsDNA viruses  no RNA stage,4QU47@28883|Caudovirales,4QKE0@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QAWI@10239|Viruses,4QW40@35237|dsDNA viruses  no RNA stage,4QPUX@28883|Caudovirales,4QINW@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QAXN@10239|Viruses,4QVNW@35237|dsDNA viruses  no RNA stage,4QPV1@28883|Caudovirales,4QI6Z@10662|Myoviridae	-
1236|Gammaproteobacteria	-	-	-	S	COG4540@1|root,COG4540@2|Bacteria,1R8K2@1224|Proteobacteria,1S5SG@1236|Gammaproteobacteria	-
10662|Myoviridae	-	-	-	-	4QHM7@10239|Viruses,4R0JS@35237|dsDNA viruses  no RNA stage,4QUGE@28883|Caudovirales,4QKE6@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QCHB@10239|Viruses,4QZ6Z@35237|dsDNA viruses  no RNA stage,4QS8N@28883|Caudovirales,4QJMW@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QAWG@10239|Viruses,4QPII@28883|Caudovirales,4QI76@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QAUT@10239|Viruses,4QQ7X@28883|Caudovirales,4QIGV@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QGGQ@10239|Viruses,4QZHN@35237|dsDNA viruses  no RNA stage,4QUH3@28883|Caudovirales,4QJHH@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QEX0@10239|Viruses,4QY7D@35237|dsDNA viruses  no RNA stage,4QQGB@28883|Caudovirales,4QIZY@10662|Myoviridae	-
2|Bacteria	-	-	-	-	2F7JT@1|root,3400E@2|Bacteria	-
33208|Metazoa	-	-	-	L	COG0305@1|root,2QRXQ@2759|Eukaryota,3AEMZ@33154|Opisthokonta,3BYTN@33208|Metazoa,3DDYT@33213|Bilateria	-
1236|Gammaproteobacteria	-	-	-	L	COG1484@1|root,COG1484@2|Bacteria,1MZNW@1224|Proteobacteria,1RQFW@1236|Gammaproteobacteria	-
10662|Myoviridae	-	-	-	S	4QAX8@10239|Viruses,4QVB1@35237|dsDNA viruses  no RNA stage,4QPHH@28883|Caudovirales,4QJXK@10662|Myoviridae	-
28883|Caudovirales	-	-	-	S	4QFZI@10239|Viruses,4QX8G@35237|dsDNA viruses  no RNA stage,4QPD8@28883|Caudovirales	-
186801|Clostridia	-	-	-	L	COG0863@1|root,COG0863@2|Bacteria,1V0ZF@1239|Firmicutes,24CQV@186801|Clostridia,36J76@31979|Clostridiaceae	-
10239|Viruses	-	-	-	-	4QB1F@10239|Viruses	-
10239|Viruses	-	GO:0005575,GO:0008150,GO:0016032,GO:0019012,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0044423,GO:0051704,GO:0098003,GO:0098004,GO:0098015	GO:0005575,GO:0008150,GO:0016032,GO:0019012,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0044423,GO:0051704,GO:0098003,GO:0098004,GO:0098015	S	4QB3I@10239|Viruses,4QUNM@35237|dsDNA viruses  no RNA stage	-
2|Bacteria	-	-	-	S	COG5437@1|root,COG5437@2|Bacteria	-
10699|Siphoviridae	-	-	-	S	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae	-
206351|Neisseriales	-	-	-	-	2FIDS@1|root,34A5Z@2|Bacteria,1P22I@1224|Proteobacteria,2W4WB@28216|Betaproteobacteria,2KT8G@206351|Neisseriales	-
1236|Gammaproteobacteria	-	-	-	D	COG5283@1|root,COG5283@2|Bacteria,1QZAD@1224|Proteobacteria,1RYP3@1236|Gammaproteobacteria	-
201174|Actinobacteria	-	-	-	-	2DNZ6@1|root,32ZV6@2|Bacteria,2GR6G@201174|Actinobacteria	-
28216|Betaproteobacteria	-	-	-	-	29X91@1|root,30IYG@2|Bacteria,1PUXU@1224|Proteobacteria,2WAZM@28216|Betaproteobacteria,1KAM1@119060|Burkholderiaceae	-
10699|Siphoviridae	-	-	-	S	4QAQI@10239|Viruses,4QUPY@35237|dsDNA viruses  no RNA stage,4QPJ0@28883|Caudovirales,4QKNZ@10699|Siphoviridae	-
1236|Gammaproteobacteria	-	-	-	-	28RH4@1|root,2ZDW4@2|Bacteria,1RAWH@1224|Proteobacteria,1S3F5@1236|Gammaproteobacteria	-
1236|Gammaproteobacteria	-	-	-	-	2A15P@1|root,30PBM@2|Bacteria,1RIAC@1224|Proteobacteria,1S8B1@1236|Gammaproteobacteria	-
10699|Siphoviridae	-	-	-	-	4QF40@10239|Viruses,4QVHZ@35237|dsDNA viruses  no RNA stage,4QPSX@28883|Caudovirales,4QKZ0@10699|Siphoviridae	-
1224|Proteobacteria	-	-	-	V	COG0286@1|root,COG0286@2|Bacteria,1R1JB@1224|Proteobacteria	-
976|Bacteroidetes	-	-	-	UW	COG3210@1|root,COG5295@1|root,COG3210@2|Bacteria,COG5295@2|Bacteria,4PFJG@976|Bacteroidetes,1IGAI@117743|Flavobacteriia,2PHWN@252356|Maribacter	-
10699|Siphoviridae	-	-	-	S	4QBD3@10239|Viruses,4QXFU@35237|dsDNA viruses  no RNA stage,4QQ7Z@28883|Caudovirales,4QM04@10699|Siphoviridae	-
1236|Gammaproteobacteria	-	-	-	-	2BHS1@1|root,32BVJ@2|Bacteria,1RIYT@1224|Proteobacteria,1S7CG@1236|Gammaproteobacteria,3NQ1I@468|Moraxellaceae	-
1236|Gammaproteobacteria	-	-	-	S	28KYW@1|root,2ZAE8@2|Bacteria,1MX3D@1224|Proteobacteria,1RQQR@1236|Gammaproteobacteria	-
28883|Caudovirales	-	-	-	S	4QFZI@10239|Viruses,4QX8G@35237|dsDNA viruses  no RNA stage,4QPD8@28883|Caudovirales	-
1236|Gammaproteobacteria	-	-	-	S	2D1MV@1|root,32TAZ@2|Bacteria,1N45A@1224|Proteobacteria,1S954@1236|Gammaproteobacteria	-
10662|Myoviridae	-	-	-	S	4QBNM@10239|Viruses,4QVXP@35237|dsDNA viruses  no RNA stage,4QPQ9@28883|Caudovirales,4QII1@10662|Myoviridae	-
1117|Cyanobacteria	-	-	-	M	COG0668@1|root,COG0668@2|Bacteria,1G06U@1117|Cyanobacteria,3KGQI@43988|Cyanothece	-
1117|Cyanobacteria	-	-	-	L	COG3335@1|root,COG3415@1|root,COG3335@2|Bacteria,COG3415@2|Bacteria,1G0GB@1117|Cyanobacteria	-
10662|Myoviridae	-	-	-	S	4QEE7@10239|Viruses,4QPT7@28883|Caudovirales,4QI2X@10662|Myoviridae	-
10662|Myoviridae	-	-	-	-	4QDQJ@10239|Viruses,4QQ8V@28883|Caudovirales,4QK6R@10662|Myoviridae	-
10662|Myoviridae	-	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009987,GO:0016032,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019058,GO:0019079,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0039686,GO:0039693,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0046483,GO:0051704,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009987,GO:0016032,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019058,GO:0019079,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0039686,GO:0039693,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0046483,GO:0051704,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	S	4QB40@10239|Viruses,4QV3M@35237|dsDNA viruses  no RNA stage,4QPWY@28883|Caudovirales,4QHVQ@10662|Myoviridae	-
10662|Myoviridae	-	-	-	S	4QAKE@10239|Viruses,4QUP7@35237|dsDNA viruses  no RNA stage,4QPCE@28883|Caudovirales,4QI56@10662|Myoviridae	-
976|Bacteroidetes	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220	O	COG0459@1|root,COG0459@2|Bacteria,4NDZM@976|Bacteroidetes,47JYW@768503|Cytophagia	-
